nes size p.value p.adj
BPTF -0.146101861024838 429 0.883840977297788 0.915381694172015
TBX2 0.144495352110556 414 0.885109326416072 0.915968922582718
ZNF449 -0.141054252676493 476 0.887827083300355 0.918053975289203
ZKSCAN3 0.140025586555046 565 0.888639774398171 0.918167361838617
HEY2 -0.138134990693364 308 0.890133732270009 0.91898391647797
ZNF627 -0.137174858766723 298 0.890892582831345 0.919040847691735
ZC3H8 0.135472963656017 330 0.892237939051516 0.919702248146236
ATF3 -0.129740260993016 316 0.896771928086807 0.92364679659414
ZBED1 0.128448888913523 451 0.897793743799257 0.923970551144074
ZNF18 -0.126428280291523 258 0.8993929173222 0.924887519702987
ZNF771 -0.113168015833187 464 0.909897352402335 0.933989876086484
ZNF600 0.110378505252308 272 0.912109199279816 0.933989876086484
KLF14 0.110086763335628 320 0.912340565677588 0.933989876086484
ZNF235 -0.108919769561765 215 0.913266126090373 0.933989876086484
LYL1 -0.108679947779735 448 0.91345634698744 0.933989876086484
OTX2 -0.108178427685214 165 0.91385415673431 0.933989876086484
ZNF79 0.107743540369234 351 0.914199130304634 0.933989876086484
ZNF575 -0.107148977848559 376 0.914670792083834 0.933989876086484
NR4A3 0.107136433318101 326 0.914680743885615 0.933989876086484
ZNF480 -0.106180943344509 341 0.91543879047105 0.934033640902493
ZNF362 0.103666933380052 283 0.917433668568095 0.935338306908613
PAX2 0.0819837380244852 50 0.934659645095685 0.952157173553015
BCL6B -0.0772277351009968 441 0.938442378108804 0.954606498172552
IKZF5 0.0771228224161503 348 0.938525837407011 0.954606498172552
BACH2 0.0748198102052642 450 0.940358079730543 0.95572579932147
POU3F2 -0.0673978952465219 315 0.946264944730816 0.960956031294465
ZBTB48 -0.0665049544280471 465 0.946975813381299 0.960956031294465
ZNF500 -0.0638764790214239 471 0.949068581044561 0.962331961835556
SOX18 -0.0548195264317099 310 0.956282243949978 0.968894189758473
PRDM4 0.0521892636954183 300 0.958377887606291 0.970123475602037
ZBTB38 0.0514321467998743 366 0.958981169220697 0.970123475602037
ZNF680 0.0430362019658938 295 0.965672675579667 0.976136620980685
ZNF354B -0.0410883263644831 257 0.96722548095729 0.976950099095299
ZNF316 -0.0342032402321619 490 0.972715082722711 0.981735624448115
ZNF594 0.0300491143107108 264 0.976027883280847 0.984318467617596
FOXQ1 -0.0266354294952577 497 0.978750514625854 0.986137896493323
ZNF202 -0.0258936650030016 523 0.979342152949342 0.986137896493323
HOXB2 -0.0244403105460903 408 0.980501394753049 0.98654454664675
TCF4 0.0210589453178775 420 0.983198634515877 0.988496856564846
RFX3 0.0177635403008167 266 0.985827490792904 0.990377463827332
ZNF550 -0.0151396365502195 431 0.987920779185714 0.991717553894345
NFATC2 -0.0126696946143745 409 0.989891316720757 0.992932457478732
SIX4 -0.00915142822647216 402 0.99269831862659 0.994983886512914
FOXO1 0.0074507743123856 421 0.994055197213506 0.99557982174911
ATF7 0.00563180809453078 366 0.995506491025616 0.996269331248624
ZNF213 0.00245095428992585 352 0.998044423370751 0.998044423370751
